leaf,model_label,arm,temperature,calls_owed,calls_recorded,complete
liquidation_preference_multiple,gpt-oss-120b-or,t01,0.1,180,180,True
liquidation_preference_multiple,gpt5-mini-or,t01,0.1,180,180,True
liquidation_preference_multiple,gemma3-1b,t07_rerun,0.7,180,180,True
liquidation_preference_multiple,gemma3-1b-qat,t07_rerun,0.7,180,180,True
participation_type,gemma3-1b,t07_legacy,0.7,360,360,True
participation_type,deepseek-v4f,t07_legacy,0.7,360,360,True
participation_type,deepseek-v4p,t07_legacy,0.7,360,360,True
participation_type,gemma4-31b-or,t07_legacy,0.7,360,360,True
participation_type,mistral-large-or,t07_legacy,0.7,360,360,True
participation_type,minimax-m2.5-or,t07_legacy,0.7,360,360,True
participation_type,llama3.3-70b-or,t07_legacy,0.7,360,360,True
participation_type,gemma3-1b-qat,t07_legacy,0.7,360,360,True
participation_type,gemini3-flash-or,t07_legacy,0.7,360,360,True
participation_type,haiku-4.5-direct,t07_legacy,0.7,360,360,True
participation_type,gpt-oss-120b-or,t07_legacy,0.7,360,360,True
participation_type,gpt5-mini-or,t07_legacy,0.7,360,360,True
participation_type,gemma3-1b,t01,0.1,360,360,True
participation_type,deepseek-v4f,t01,0.1,360,360,True
participation_type,deepseek-v4p,t01,0.1,360,360,True
participation_type,gemma4-31b-or,t01,0.1,360,360,True
participation_type,mistral-large-or,t01,0.1,360,360,True
participation_type,minimax-m2.5-or,t01,0.1,360,360,True
participation_type,llama3.3-70b-or,t01,0.1,360,360,True
participation_type,gemma3-1b-qat,t01,0.1,360,360,True
participation_type,gemini3-flash-or,t01,0.1,360,360,True
participation_type,haiku-4.5-direct,t01,0.1,360,360,True
participation_type,gpt-oss-120b-or,t01,0.1,360,360,True
participation_type,gpt5-mini-or,t01,0.1,360,360,True
participation_type,gemma3-1b,t07_rerun,0.7,360,360,True
participation_type,gemma3-1b-qat,t07_rerun,0.7,360,360,True
participation_cap,gemma3-1b,t07_legacy,0.7,60,60,True
participation_cap,deepseek-v4f,t07_legacy,0.7,60,60,True
participation_cap,deepseek-v4p,t07_legacy,0.7,60,60,True
participation_cap,gemma4-31b-or,t07_legacy,0.7,60,60,True
participation_cap,mistral-large-or,t07_legacy,0.7,60,60,True
participation_cap,minimax-m2.5-or,t07_legacy,0.7,60,60,True
participation_cap,llama3.3-70b-or,t07_legacy,0.7,60,60,True
participation_cap,gemma3-1b-qat,t07_legacy,0.7,60,60,True
participation_cap,gemini3-flash-or,t07_legacy,0.7,60,60,True
participation_cap,haiku-4.5-direct,t07_legacy,0.7,60,60,True
participation_cap,gpt-oss-120b-or,t07_legacy,0.7,60,60,True
participation_cap,gpt5-mini-or,t07_legacy,0.7,60,60,True
participation_cap,gemma3-1b,t01,0.1,60,60,True
participation_cap,deepseek-v4f,t01,0.1,60,60,True
participation_cap,deepseek-v4p,t01,0.1,60,60,True
participation_cap,gemma4-31b-or,t01,0.1,60,60,True
participation_cap,mistral-large-or,t01,0.1,60,60,True
participation_cap,minimax-m2.5-or,t01,0.1,60,60,True
participation_cap,llama3.3-70b-or,t01,0.1,60,60,True
participation_cap,gemma3-1b-qat,t01,0.1,60,60,True
participation_cap,gemini3-flash-or,t01,0.1,60,60,True
participation_cap,haiku-4.5-direct,t01,0.1,60,60,True
participation_cap,gpt-oss-120b-or,t01,0.1,60,60,True
participation_cap,gpt5-mini-or,t01,0.1,60,60,True
participation_cap,gemma3-1b,t07_rerun,0.7,60,60,True
participation_cap,gemma3-1b-qat,t07_rerun,0.7,60,60,True
preference_seniority,gemma3-1b,t07_legacy,0.7,220,220,True
preference_seniority,deepseek-v4f,t07_legacy,0.7,220,220,True
preference_seniority,deepseek-v4p,t07_legacy,0.7,220,220,True
preference_seniority,gemma4-31b-or,t07_legacy,0.7,220,220,True
preference_seniority,mistral-large-or,t07_legacy,0.7,220,220,True
preference_seniority,minimax-m2.5-or,t07_legacy,0.7,220,220,True
preference_seniority,llama3.3-70b-or,t07_legacy,0.7,220,220,True
preference_seniority,gemma3-1b-qat,t07_legacy,0.7,220,220,True
preference_seniority,gemini3-flash-or,t07_legacy,0.7,220,220,True
preference_seniority,haiku-4.5-direct,t07_legacy,0.7,220,220,True
preference_seniority,gpt-oss-120b-or,t07_legacy,0.7,220,220,True
preference_seniority,gpt5-mini-or,t07_legacy,0.7,220,220,True
preference_seniority,gemma3-1b,t01,0.1,220,220,True
preference_seniority,deepseek-v4f,t01,0.1,220,220,True
preference_seniority,deepseek-v4p,t01,0.1,220,220,True
preference_seniority,gemma4-31b-or,t01,0.1,220,220,True
preference_seniority,mistral-large-or,t01,0.1,220,220,True
preference_seniority,minimax-m2.5-or,t01,0.1,220,220,True
preference_seniority,llama3.3-70b-or,t01,0.1,220,220,True
preference_seniority,gemma3-1b-qat,t01,0.1,220,220,True
preference_seniority,gemini3-flash-or,t01,0.1,220,220,True
preference_seniority,haiku-4.5-direct,t01,0.1,220,220,True
preference_seniority,gpt-oss-120b-or,t01,0.1,220,220,True
preference_seniority,gpt5-mini-or,t01,0.1,220,220,True
preference_seniority,gemma3-1b,t07_rerun,0.7,220,220,True
preference_seniority,gemma3-1b-qat,t07_rerun,0.7,220,220,True
dividend_rate_pct,gemma3-1b,t07_legacy,0.7,120,120,True
dividend_rate_pct,deepseek-v4f,t07_legacy,0.7,120,120,True
dividend_rate_pct,deepseek-v4p,t07_legacy,0.7,120,120,True
dividend_rate_pct,gemma4-31b-or,t07_legacy,0.7,120,120,True
dividend_rate_pct,mistral-large-or,t07_legacy,0.7,120,120,True
dividend_rate_pct,minimax-m2.5-or,t07_legacy,0.7,120,120,True
dividend_rate_pct,llama3.3-70b-or,t07_legacy,0.7,120,120,True
dividend_rate_pct,gemma3-1b-qat,t07_legacy,0.7,120,120,True
dividend_rate_pct,gemini3-flash-or,t07_legacy,0.7,120,120,True
dividend_rate_pct,haiku-4.5-direct,t07_legacy,0.7,120,120,True
dividend_rate_pct,gpt-oss-120b-or,t07_legacy,0.7,120,120,True
dividend_rate_pct,gpt5-mini-or,t07_legacy,0.7,120,120,True
dividend_rate_pct,gemma3-1b,t01,0.1,120,120,True
dividend_rate_pct,deepseek-v4f,t01,0.1,120,120,True
dividend_rate_pct,deepseek-v4p,t01,0.1,120,120,True
dividend_rate_pct,gemma4-31b-or,t01,0.1,120,120,True
dividend_rate_pct,mistral-large-or,t01,0.1,120,120,True
dividend_rate_pct,minimax-m2.5-or,t01,0.1,120,120,True
dividend_rate_pct,llama3.3-70b-or,t01,0.1,120,120,True
dividend_rate_pct,gemma3-1b-qat,t01,0.1,120,120,True
dividend_rate_pct,gemini3-flash-or,t01,0.1,120,120,True
dividend_rate_pct,haiku-4.5-direct,t01,0.1,120,120,True
dividend_rate_pct,gpt-oss-120b-or,t01,0.1,120,120,True
dividend_rate_pct,gpt5-mini-or,t01,0.1,120,120,True
dividend_rate_pct,gemma3-1b,t07_rerun,0.7,120,120,True
dividend_rate_pct,gemma3-1b-qat,t07_rerun,0.7,120,120,True
dividend_cumulative,gemma3-1b,t07_legacy,0.7,320,320,True
dividend_cumulative,deepseek-v4f,t07_legacy,0.7,320,320,True
dividend_cumulative,deepseek-v4p,t07_legacy,0.7,320,320,True
dividend_cumulative,gemma4-31b-or,t07_legacy,0.7,320,320,True
dividend_cumulative,mistral-large-or,t07_legacy,0.7,320,320,True
dividend_cumulative,minimax-m2.5-or,t07_legacy,0.7,320,320,True
dividend_cumulative,llama3.3-70b-or,t07_legacy,0.7,320,320,True
dividend_cumulative,gemma3-1b-qat,t07_legacy,0.7,320,320,True
dividend_cumulative,gemini3-flash-or,t07_legacy,0.7,320,320,True
dividend_cumulative,haiku-4.5-direct,t07_legacy,0.7,320,320,True
dividend_cumulative,gpt-oss-120b-or,t07_legacy,0.7,320,320,True
dividend_cumulative,gpt5-mini-or,t07_legacy,0.7,320,320,True
dividend_cumulative,gemma3-1b,t01,0.1,320,320,True
dividend_cumulative,deepseek-v4f,t01,0.1,320,320,True
dividend_cumulative,deepseek-v4p,t01,0.1,320,320,True
dividend_cumulative,gemma4-31b-or,t01,0.1,320,320,True
dividend_cumulative,mistral-large-or,t01,0.1,320,320,True
dividend_cumulative,minimax-m2.5-or,t01,0.1,320,320,True
dividend_cumulative,llama3.3-70b-or,t01,0.1,320,320,True
dividend_cumulative,gemma3-1b-qat,t01,0.1,320,320,True
dividend_cumulative,gemini3-flash-or,t01,0.1,320,320,True
dividend_cumulative,haiku-4.5-direct,t01,0.1,320,320,True
dividend_cumulative,gpt-oss-120b-or,t01,0.1,320,320,True
dividend_cumulative,gpt5-mini-or,t01,0.1,320,320,True
dividend_cumulative,gemma3-1b,t07_rerun,0.7,320,320,True
dividend_cumulative,gemma3-1b-qat,t07_rerun,0.7,320,320,True
antidilution_type,gemma3-1b,t07_legacy,0.7,100,100,True
antidilution_type,deepseek-v4f,t07_legacy,0.7,100,100,True
antidilution_type,deepseek-v4p,t07_legacy,0.7,100,100,True
antidilution_type,gemma4-31b-or,t07_legacy,0.7,100,100,True
antidilution_type,mistral-large-or,t07_legacy,0.7,100,100,True
antidilution_type,minimax-m2.5-or,t07_legacy,0.7,100,100,True
antidilution_type,llama3.3-70b-or,t07_legacy,0.7,100,100,True
antidilution_type,gemma3-1b-qat,t07_legacy,0.7,100,100,True
antidilution_type,gemini3-flash-or,t07_legacy,0.7,100,100,True
antidilution_type,haiku-4.5-direct,t07_legacy,0.7,100,100,True
antidilution_type,gpt-oss-120b-or,t07_legacy,0.7,100,100,True
antidilution_type,gpt5-mini-or,t07_legacy,0.7,100,100,True
antidilution_type,gemma3-1b,t01,0.1,100,100,True
antidilution_type,deepseek-v4f,t01,0.1,100,100,True
antidilution_type,deepseek-v4p,t01,0.1,100,100,True
antidilution_type,gemma4-31b-or,t01,0.1,100,100,True
antidilution_type,mistral-large-or,t01,0.1,100,100,True
antidilution_type,minimax-m2.5-or,t01,0.1,100,100,True
antidilution_type,llama3.3-70b-or,t01,0.1,100,100,True
antidilution_type,gemma3-1b-qat,t01,0.1,100,100,True
antidilution_type,gemini3-flash-or,t01,0.1,100,100,True
antidilution_type,haiku-4.5-direct,t01,0.1,100,100,True
antidilution_type,gpt-oss-120b-or,t01,0.1,100,100,True
antidilution_type,gpt5-mini-or,t01,0.1,100,100,True
antidilution_type,gemma3-1b,t07_rerun,0.7,100,100,True
antidilution_type,gemma3-1b-qat,t07_rerun,0.7,100,100,True
antidilution_base,gemma3-1b,t07_legacy,0.7,200,200,True
antidilution_base,deepseek-v4f,t07_legacy,0.7,200,200,True
antidilution_base,deepseek-v4p,t07_legacy,0.7,200,200,True
antidilution_base,gemma4-31b-or,t07_legacy,0.7,200,200,True
antidilution_base,mistral-large-or,t07_legacy,0.7,200,200,True
antidilution_base,minimax-m2.5-or,t07_legacy,0.7,200,200,True
antidilution_base,llama3.3-70b-or,t07_legacy,0.7,200,200,True
antidilution_base,gemma3-1b-qat,t07_legacy,0.7,200,200,True
antidilution_base,gemini3-flash-or,t07_legacy,0.7,200,200,True
antidilution_base,haiku-4.5-direct,t07_legacy,0.7,200,200,True
antidilution_base,gpt-oss-120b-or,t07_legacy,0.7,200,200,True
antidilution_base,gpt5-mini-or,t07_legacy,0.7,200,200,True
antidilution_base,gemma3-1b,t01,0.1,200,200,True
antidilution_base,deepseek-v4f,t01,0.1,200,200,True
antidilution_base,deepseek-v4p,t01,0.1,200,200,True
antidilution_base,gemma4-31b-or,t01,0.1,200,200,True
antidilution_base,mistral-large-or,t01,0.1,200,200,True
antidilution_base,minimax-m2.5-or,t01,0.1,200,200,True
antidilution_base,llama3.3-70b-or,t01,0.1,200,200,True
antidilution_base,gemma3-1b-qat,t01,0.1,200,200,True
antidilution_base,gemini3-flash-or,t01,0.1,200,200,True
antidilution_base,haiku-4.5-direct,t01,0.1,200,200,True
antidilution_base,gpt-oss-120b-or,t01,0.1,200,200,True
antidilution_base,gpt5-mini-or,t01,0.1,200,200,True
antidilution_base,gemma3-1b,t07_rerun,0.7,200,200,True
antidilution_base,gemma3-1b-qat,t07_rerun,0.7,200,200,True
conversion_ratio,gemma3-1b,t07_legacy,0.7,100,100,True
conversion_ratio,deepseek-v4f,t07_legacy,0.7,100,100,True
conversion_ratio,deepseek-v4p,t07_legacy,0.7,100,100,True
conversion_ratio,gemma4-31b-or,t07_legacy,0.7,100,100,True
conversion_ratio,mistral-large-or,t07_legacy,0.7,100,100,True
conversion_ratio,minimax-m2.5-or,t07_legacy,0.7,100,100,True
conversion_ratio,llama3.3-70b-or,t07_legacy,0.7,100,100,True
conversion_ratio,gemma3-1b-qat,t07_legacy,0.7,100,100,True
conversion_ratio,gemini3-flash-or,t07_legacy,0.7,100,100,True
conversion_ratio,haiku-4.5-direct,t07_legacy,0.7,100,100,True
conversion_ratio,gpt-oss-120b-or,t07_legacy,0.7,100,100,True
conversion_ratio,gpt5-mini-or,t07_legacy,0.7,100,100,True
conversion_ratio,gemma3-1b,t01,0.1,100,100,True
conversion_ratio,deepseek-v4f,t01,0.1,100,100,True
conversion_ratio,deepseek-v4p,t01,0.1,100,100,True
conversion_ratio,gemma4-31b-or,t01,0.1,100,100,True
conversion_ratio,mistral-large-or,t01,0.1,100,100,True
conversion_ratio,minimax-m2.5-or,t01,0.1,100,100,True
conversion_ratio,llama3.3-70b-or,t01,0.1,100,100,True
conversion_ratio,gemma3-1b-qat,t01,0.1,100,100,True
conversion_ratio,gemini3-flash-or,t01,0.1,100,100,True
conversion_ratio,haiku-4.5-direct,t01,0.1,100,100,True
conversion_ratio,gpt-oss-120b-or,t01,0.1,100,100,True
conversion_ratio,gpt5-mini-or,t01,0.1,100,100,True
conversion_ratio,gemma3-1b,t07_rerun,0.7,100,100,True
conversion_ratio,gemma3-1b-qat,t07_rerun,0.7,100,100,True
auto_conversion_trigger,gemma3-1b,t07_legacy,0.7,100,100,True
auto_conversion_trigger,deepseek-v4f,t07_legacy,0.7,100,100,True
auto_conversion_trigger,deepseek-v4p,t07_legacy,0.7,100,100,True
auto_conversion_trigger,gemma4-31b-or,t07_legacy,0.7,100,100,True
auto_conversion_trigger,mistral-large-or,t07_legacy,0.7,100,100,True
auto_conversion_trigger,minimax-m2.5-or,t07_legacy,0.7,100,100,True
auto_conversion_trigger,llama3.3-70b-or,t07_legacy,0.7,100,100,True
auto_conversion_trigger,gemma3-1b-qat,t07_legacy,0.7,100,100,True
auto_conversion_trigger,gemini3-flash-or,t07_legacy,0.7,100,100,True
auto_conversion_trigger,haiku-4.5-direct,t07_legacy,0.7,100,100,True
auto_conversion_trigger,gpt-oss-120b-or,t07_legacy,0.7,100,100,True
auto_conversion_trigger,gpt5-mini-or,t07_legacy,0.7,100,100,True
auto_conversion_trigger,gemma3-1b,t01,0.1,100,100,True
auto_conversion_trigger,deepseek-v4f,t01,0.1,100,100,True
auto_conversion_trigger,deepseek-v4p,t01,0.1,100,100,True
auto_conversion_trigger,gemma4-31b-or,t01,0.1,100,100,True
auto_conversion_trigger,mistral-large-or,t01,0.1,100,100,True
auto_conversion_trigger,minimax-m2.5-or,t01,0.1,100,100,True
auto_conversion_trigger,llama3.3-70b-or,t01,0.1,100,100,True
auto_conversion_trigger,gemma3-1b-qat,t01,0.1,100,100,True
auto_conversion_trigger,gemini3-flash-or,t01,0.1,100,100,True
auto_conversion_trigger,haiku-4.5-direct,t01,0.1,100,100,True
auto_conversion_trigger,gpt-oss-120b-or,t01,0.1,100,100,True
auto_conversion_trigger,gpt5-mini-or,t01,0.1,100,100,True
auto_conversion_trigger,gemma3-1b,t07_rerun,0.7,100,100,True
auto_conversion_trigger,gemma3-1b-qat,t07_rerun,0.7,100,100,True
redemption_rights,gemma3-1b,t07_legacy,0.7,200,200,True
redemption_rights,deepseek-v4f,t07_legacy,0.7,200,200,True
redemption_rights,deepseek-v4p,t07_legacy,0.7,200,200,True
redemption_rights,gemma4-31b-or,t07_legacy,0.7,200,200,True
redemption_rights,mistral-large-or,t07_legacy,0.7,200,200,True
redemption_rights,minimax-m2.5-or,t07_legacy,0.7,200,200,True
redemption_rights,llama3.3-70b-or,t07_legacy,0.7,200,200,True
redemption_rights,gemma3-1b-qat,t07_legacy,0.7,200,200,True
redemption_rights,gemini3-flash-or,t07_legacy,0.7,200,200,True
redemption_rights,haiku-4.5-direct,t07_legacy,0.7,200,200,True
redemption_rights,gpt-oss-120b-or,t07_legacy,0.7,200,200,True
redemption_rights,gpt5-mini-or,t07_legacy,0.7,200,200,True
redemption_rights,gemma3-1b,t01,0.1,200,200,True
redemption_rights,deepseek-v4f,t01,0.1,200,200,True
redemption_rights,deepseek-v4p,t01,0.1,200,200,True
redemption_rights,gemma4-31b-or,t01,0.1,200,200,True
redemption_rights,mistral-large-or,t01,0.1,200,200,True
redemption_rights,minimax-m2.5-or,t01,0.1,200,200,True
redemption_rights,llama3.3-70b-or,t01,0.1,200,200,True
redemption_rights,gemma3-1b-qat,t01,0.1,200,200,True
redemption_rights,gemini3-flash-or,t01,0.1,200,200,True
redemption_rights,haiku-4.5-direct,t01,0.1,200,200,True
redemption_rights,gpt-oss-120b-or,t01,0.1,200,200,True
redemption_rights,gpt5-mini-or,t01,0.1,200,200,True
redemption_rights,gemma3-1b,t07_rerun,0.7,200,200,True
redemption_rights,gemma3-1b-qat,t07_rerun,0.7,200,200,True
safe_valuation_cap,gemma3-1b,t07_legacy,0.7,160,160,True
safe_valuation_cap,deepseek-v4f,t07_legacy,0.7,160,160,True
safe_valuation_cap,deepseek-v4p,t07_legacy,0.7,160,160,True
safe_valuation_cap,gemma4-31b-or,t07_legacy,0.7,160,160,True
safe_valuation_cap,mistral-large-or,t07_legacy,0.7,160,160,True
